conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,text_clean_basic,text_stem,len_kata,kategori,is_turnover_related
1991075411879420036,Wed Nov 19 09:25:45 +0000 2025,1,Basic gaji tinggi tapi takde commission Atau Basic gaji rendah tapi commission tinggi (depends on production) ,1991075411879420036,,,in,,0,0,0,https://x.com/undefined/status/1991075411879420036,1929085403417686018,,basic gaji tinggi tapi takde commission atau basic gaji rendah tapi commission tinggi depends on production,basic gaji tinggi tapi takde commission atau basic gaji rendah tapi commission tinggi depends on production,16,gaji,True
1991831012817740247,Sun Nov 23 03:26:31 +0000 2025,0,@txtdrimedia Aku pak contohnya makannya seneng banget kalo dapet tawaran kerja freelance atau part time bisa buat nutupin,1992434558848139617,,txtdrimedia,in,,0,0,0,https://x.com/undefined/status/1992434558848139617,1533012740989628422,,aku pak contohnya makannya seneng banget kalo dapet tawaran kerja freelance atau part time bisa buat nutupin,aku pak contohnya makannya seneng banget kalo dapet tawaran kerja freelance atau part time bisa buat nutupin,18,peluang_baru,True
1985990443625329091,Wed Nov 05 12:36:25 +0000 2025,0,gk suka punya atasan toxic,1986049965467336857,,jenopicipol,in,,0,0,0,https://x.com/undefined/status/1986049965467336857,1420214362896142336,,gk suka punya atasan toxic,gk suka punya atasan toxic,5,budaya,True
1994425549985563103,Fri Nov 28 15:18:00 +0000 2025,0,hari ini 1 jam 30 menit ngerjain ekonomi latihan dan review materi takut burnout kalo ngulang dari awal https://t.co/99AR3JkKLc,1994425549985563103,https://pbs.twimg.com/media/G62fddSawAErUjK.jpg,,in,,0,0,0,https://x.com/undefined/status/1994425549985563103,1865457622289436672,,hari ini jam menit ngerjain ekonomi latihan dan review materi takut burnout kalo ngulang dari awal,hari ini jam menit ngerjain ekonomi latihan dan review materi takut burnout kalo ngulang dari awal,22,wlb,True
1966305646703423584,Fri Sep 12 00:59:33 +0000 2025,0,gaji kecil diremehkan diperlakukan ngga adil lingkungan kerja toxic rekan kerja toxic udah jadi makanan sehari-hari. bertahan karena emang butuh. tapi lama kelamaan rasanya mau mati.,1966305646703423584,,,in,,0,0,0,https://x.com/undefined/status/1966305646703423584,2769749493,,gaji kecil diremehkan diperlakukan ngga adil lingkungan kerja toxic rekan kerja toxic udah jadi makanan sehari hari bertahan karena emang butuh tapi lama kelamaan rasanya mau mati,gaji kecil diremehkan diperlakukan ngga adil lingkungan kerja toxic rekan kerja toxic udah jadi makanan sehari hari bertahan karena emang butuh tapi lama kelamaan rasanya mau mati,27,gaji,True
1992877242574344379,Mon Nov 24 08:45:35 +0000 2025,8,Gue sampe stress dan mimpi yang malah dapet tawaran kerja adalah kucing gue karena setelah interviews dan submit design tests ya tetap dighosting,1992877242574344379,,,in,,0,1,1,https://x.com/undefined/status/1992877242574344379,1890230936601780224,,gue sampe stress dan mimpi yang malah dapet tawaran kerja adalah kucing gue karena setelah interviews dan submit design tests ya tetap dighosting,gue sampe stress dan mimpi yang malah dapet tawaran kerja adalah kucing gue karena setelah interviews dan submit design tests ya tetap dighosting,23,peluang_baru,True
1990366828519100559,Mon Nov 17 10:30:05 +0000 2025,0,sekalinya dapet atasan yg gak micro management malah acuh tak acuh ah serba salah,1990366828519100559,,,in,,0,0,0,https://x.com/undefined/status/1990366828519100559,1398976540000485377,,sekalinya dapet atasan yg gak micro management malah acuh tak acuh ah serba salah,sekalinya dapet atasan yg gak micro management malah acuh tak acuh ah serba salah,14,budaya,True
1988438522764861770,Wed Nov 12 02:47:41 +0000 2025,0,Kerja remote di Malaysia nampak fleksibel &amp; seronok! Tapi ada orang kata gaji rendah...betul ke? Jangan main teka je baca artikel penuh ni untuk tahu lebih lanjut https://t.co/wMDzvMGIpQ,1988438522764861770,,,in,,0,0,0,https://x.com/undefined/status/1988438522764861770,2164453958,,kerja remote di malaysia nampak fleksibel amp seronok tapi ada orang kata gaji rendah betul ke jangan main teka je baca artikel penuh ni untuk tahu lebih lanjut,kerja remote di malaysia nampak fleksibel amp seronok tapi ada orang kata gaji rendah betul ke jangan main teka je baca artikel penuh ni untuk tahu lebih lanjut,32,gaji,True
1989497688858267794,Sun Nov 16 03:56:51 +0000 2025,1,@junwatu Lah?? Nikah besar itu perlu modal minimal 150jt itu udah mepet banget meanwhile nikah kecil2 kan cuma 50jt tetep dapet momen dan yg diundang lebih personal orang2 yg kenal aja lebih worth it. pemerintah tu salahin kasi gaji kecil semua mahal,1989905477959131562,,junwatu,in,,0,0,0,https://x.com/undefined/status/1989905477959131562,1514113020745576450,,lah nikah besar itu perlu modal minimal jt itu udah mepet banget meanwhile nikah kecil kan cuma jt tetep dapet momen dan yg diundang lebih personal orang yg kenal aja lebih worth it pemerintah tu salahin kasi gaji kecil semua mahal,lah nikah besar itu perlu modal minimal jt itu udah mepet banget meanwhile nikah kecil kan cuma jt tetep dapet momen dan yg diundang lebih personal orang yg kenal aja lebih worth it pemerintah tu salahin kasi gaji kecil semua mahal,42,gaji,True
1990245924208279637,Mon Nov 17 02:29:39 +0000 2025,3,gaji kecil tp tentram hati gaenak duitnya gaji besar tp stress tiap hari‍‍‍ better pilih mana?,1990245924208279637,,,in,,0,1,0,https://x.com/undefined/status/1990245924208279637,493148343,,gaji kecil tp tentram hati gaenak duitnya gaji besar tp stress tiap hari better pilih mana,gaji kecil tp tentram hati gaenak duitnya gaji besar tp stress tiap hari better pilih mana,16,gaji,True
